internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_b46c38bdf6,2020-11,cash_back,40.449,-79.992,671,47
C_ID_b4737c2079,2021-11,cash_back,42.252,-71.849,610,60
C_ID_b47ac80de3,2020-11,travel,41.714,-72.683,333,71
C_ID_b47bae67e8,2021-10,dining_entertainment,41.798,-72.718,572,73
C_ID_b48091f918,2021-09,cash_back,43.164,-71.585,348,53
C_ID_b487956940,2020-02,dining_entertainment,42.684,-73.717,722,55
C_ID_b48a2b1e4e,2020-12,cash_back,40.399,-79.969,390,21
C_ID_b48f64c1cf,2021-08,cash_back,41.722,-73.933,430,61
C_ID_b4960ad2b6,2020-10,cash_back,43.194,-71.578,378,98
C_ID_b49b0935aa,2021-09,cash_back,40.417,-80.028,776,65
C_ID_b49e7ab8e9,2020-08,travel,42.256,-71.856,806,36
C_ID_b4a449ff56,2021-11,cash_back,41.713,-73.938,546,33
C_ID_b4a8dbc6b0,2021-11,dining_entertainment,41.658,-73.965,727,49
C_ID_b4ad8e20d4,2021-10,travel,40.408,-79.979,846,36
C_ID_b4b5f22e1e,2020-12,cash_back,41.703,-73.943,381,33
C_ID_b4bab05179,2020-02,cash_back,42.219,-71.823,648,26
C_ID_b4c49e34c0,2019-06,travel,42.283,-71.857,810,54
C_ID_b4cdaed8dd,2021-06,cash_back,40.436,-79.958,381,29
C_ID_b4d17d220f,2021-09,dining_entertainment,42.247,-71.79,603,85
C_ID_b4d64f2589,2020-10,cash_back,42.295,-71.814,752,75
C_ID_b4dd304925,2021-09,travel,42.662,-73.807,696,55
C_ID_b4e7ecc379,2021-04,cash_back,43.233,-71.554,321,53
C_ID_b4edf64e64,2021-06,cash_back,41.661,-73.961,334,30
C_ID_b4f5a0cdc4,2021-10,travel,43.222,-71.583,574,22
C_ID_b4fa5456be,2020-06,travel,40.391,-80.039,395,30
C_ID_b500de54bb,2020-05,cash_back,41.715,-73.888,383,76
C_ID_b50479f459,2021-06,cash_back,40.46,-80.035,833,79
C_ID_b50bb894e9,2021-03,dining_entertainment,40.484,-79.953,754,46
C_ID_b50fce0427,2020-08,cash_back,42.297,-71.791,603,89
C_ID_b5167137a3,2021-09,dining_entertainment,42.67,-73.755,408,47
C_ID_b51bc595fb,2021-09,cash_back,40.417,-79.975,559,26
C_ID_b521ec198a,2021-01,cash_back,40.458,-79.974,696,22
C_ID_b529d13c22,2021-11,travel,39.133,-76.905,845,55
C_ID_b52ecfb1a3,2021-11,travel,42.672,-73.737,306,72
C_ID_b537ad955c,2021-03,cash_back,40.399,-79.965,601,22
C_ID_b53bd11b50,2021-09,dining_entertainment,40.457,-79.955,529,51
C_ID_b5438b8a5b,2021-03,cash_back,43.155,-71.551,600,42
C_ID_b5474363d4,2019-12,cash_back,41.738,-73.97,495,24
C_ID_b54fb3abd4,2020-12,dining_entertainment,42.598,-73.717,787,26
C_ID_b552750025,2020-08,cash_back,43.131,-75.109,369,18
C_ID_b559817b43,2021-05,travel,41.65,-73.925,367,18
C_ID_b55fc0bcac,2021-03,travel,41.742,-72.728,469,82
C_ID_b56b820289,2021-06,travel,42.623,-73.8,456,38
C_ID_b56dafadf6,2019-01,travel,41.731,-72.691,643,27
C_ID_b576de0d98,2019-06,cash_back,40.482,-79.959,392,36
C_ID_b57b5c5fbf,2021-06,travel,42.208,-71.833,462,19
C_ID_b57e5e5d01,2020-02,travel,41.748,-72.664,305,25
C_ID_b582fc34a9,2020-08,cash_back,42.251,-71.839,673,27
C_ID_b58889e147,2021-01,cash_back,42.262,-71.823,340,76
C_ID_b58ccb58d4,2021-04,cash_back,43.235,-71.55,747,97
C_ID_b58e2dbba4,2021-10,dining_entertainment,41.757,-72.636,759,38
C_ID_b5946b1b4b,2020-12,cash_back,43.193,-71.548,330,42
C_ID_b5976c73b9,2021-08,cash_back,41.786,-72.995,718,61
C_ID_b59c980640,2021-02,dining_entertainment,42.241,-71.838,403,43
C_ID_b5a9459a82,2021-02,travel,42.644,-73.757,449,26
C_ID_b5ad345949,2021-10,cash_back,42.604,-73.759,564,76
C_ID_b5b2aec941,2017-07,travel,41.65,-73.885,640,31
C_ID_b5b44e9d39,2019-11,dining_entertainment,43.247,-71.539,440,45
C_ID_b5bc5df776,2021-09,cash_back,40.391,-79.986,521,81
C_ID_b5c011b3b8,2021-03,travel,42.307,-71.816,656,89
C_ID_b5c495f05d,2021-08,dining_entertainment,41.712,-72.644,721,85
C_ID_b5ca6d1a4b,2020-12,cash_back,41.693,-73.947,766,24
C_ID_b5d05ea621,2021-10,cash_back,42.278,-71.849,465,85
C_ID_b5d8bdb61b,2020-02,cash_back,41.722,-73.962,471,58
C_ID_b5de68cc82,2018-06,travel,43.154,-71.575,841,32
C_ID_b5e3b9d825,2019-06,travel,43.234,-71.593,774,74
C_ID_b5e89260c5,2021-07,cash_back,42.633,-73.759,706,47
C_ID_b5eccf95a4,2020-08,cash_back,41.78,-72.718,370,63
C_ID_b5f54c3de4,2021-12,travel,41.715,-72.634,542,26
C_ID_b5fb23fcd5,2021-06,travel,43.187,-71.503,718,31
C_ID_b604276f8a,2020-03,cash_back,42.259,-71.807,300,36
C_ID_b607def263,2019-07,cash_back,43.187,-71.549,417,52
C_ID_b60dece69e,2021-06,cash_back,43.203,-71.539,714,34
C_ID_b61332f48e,2021-09,cash_back,40.479,-79.954,454,44
C_ID_b617050e0f,2020-11,cash_back,40.438,-79.991,826,36
C_ID_b61e3a72c1,2021-06,cash_back,40.456,-80.007,787,31
C_ID_b622c3bee2,2020-07,cash_back,41.714,-73.943,679,66
C_ID_b62b0bd6f1,2021-04,dining_entertainment,43.176,-71.573,752,70
C_ID_b630707580,2021-05,travel,42.662,-73.766,307,67
C_ID_b633754b14,2021-08,cash_back,42.602,-73.808,536,91
C_ID_b63992e964,2020-10,cash_back,41.677,-73.883,309,40
C_ID_b642300311,2020-09,travel,43.172,-71.495,371,52
C_ID_b6437be77d,2021-02,cash_back,40.207,-74.679,410,78
C_ID_b64a2f3bae,2021-10,cash_back,43.172,-71.566,738,34
C_ID_b64eb70b63,2020-08,cash_back,43.154,-71.575,678,38
C_ID_b6568960e8,2021-11,cash_back,40.468,-80.038,303,18
C_ID_b65bef7aa7,2021-11,cash_back,42.674,-73.779,570,28
C_ID_b65f2c70b2,2020-10,cash_back,42.691,-73.738,634,49
C_ID_b665ea34ed,2021-06,dining_entertainment,43.239,-71.58,381,20
C_ID_b66b1fd6ab,2021-06,cash_back,42.587,-71.944,734,97
C_ID_b66e823df2,2021-03,travel,40.403,-80.018,761,35
C_ID_b680b33389,2020-12,cash_back,42.676,-73.769,600,34
C_ID_b6861259ed,2021-04,cash_back,42.216,-71.768,415,59
C_ID_b68b294c7d,2021-08,cash_back,41.66,-73.892,523,41
C_ID_b68d4942a2,2021-05,cash_back,43.235,-71.581,785,62
C_ID_b6947100d9,2021-12,cash_back,43.177,-71.507,619,53
C_ID_b699bf2858,2020-05,cash_back,43.224,-71.501,724,73
C_ID_b6a19a5d74,2021-07,dining_entertainment,43.16,-71.591,801,88
C_ID_b6a9c205cc,2021-06,cash_back,41.733,-72.708,349,27
C_ID_b6ae9b6848,2021-05,cash_back,40.23,-78.019,558,43
C_ID_b6bf1bb5b9,2020-05,cash_back,41.743,-72.639,365,70
C_ID_b6d166564b,2019-05,cash_back,41.744,-72.712,359,23
C_ID_b6db92511b,2021-07,cash_back,41.712,-72.711,527,72
C_ID_b6dfc17b4e,2021-01,dining_entertainment,43.155,-71.574,722,38
C_ID_b6e3feb567,2020-11,cash_back,41.788,-72.657,764,57
C_ID_b6ec287013,2020-11,cash_back,44.709,-69.902,347,37
C_ID_b6f52433ff,2021-05,travel,42.285,-71.843,847,79
C_ID_b6f83046f3,2020-06,cash_back,40.474,-80.01,813,40
C_ID_b6fae2b82e,2021-08,dining_entertainment,42.231,-71.837,642,64
C_ID_b701926991,2021-05,cash_back,42.643,-73.808,650,52
C_ID_b7072e75a1,2021-11,cash_back,43.251,-71.511,715,38
C_ID_b71013ddf4,2021-10,cash_back,40.481,-80.009,642,41
C_ID_b71325f14f,2021-12,cash_back,42.243,-71.798,321,37
C_ID_b71976297b,2020-05,cash_back,42.24,-71.795,554,49
C_ID_b71fb384c5,2021-05,dining_entertainment,41.678,-73.914,438,93
C_ID_b721c6cf7f,2020-04,cash_back,41.764,-72.708,764,54
C_ID_b724f79580,2021-07,cash_back,41.733,-71.541,303,49
C_ID_b7293d3eec,2021-10,travel,42.222,-71.775,318,29
C_ID_b730eeb067,2020-06,dining_entertainment,41.78,-72.712,735,31
C_ID_b73723ab7b,2021-12,dining_entertainment,42.218,-71.814,812,49
C_ID_b739421165,2021-03,cash_back,41.72,-72.655,820,23
C_ID_b73ebabf03,2021-11,travel,43.245,-71.565,504,27
C_ID_b7404e90a6,2021-04,cash_back,41.676,-71.604,752,44
C_ID_b7488516db,2019-12,dining_entertainment,42.244,-71.765,545,53
C_ID_b74f55fa12,2018-08,cash_back,42.265,-71.786,733,64
C_ID_b75543bec9,2021-12,cash_back,43.193,-71.5,828,75
C_ID_b75ad91bc1,2020-04,cash_back,43.225,-71.528,391,37
C_ID_b764159a64,2021-09,dining_entertainment,42.284,-71.792,574,25
C_ID_b76dea46d3,2021-05,dining_entertainment,43.188,-71.56,456,58
C_ID_b774fb0dae,2021-11,travel,40.473,-79.962,805,54
C_ID_b776241381,2021-12,cash_back,43.243,-71.524,842,84
C_ID_b77a30e005,2021-04,dining_entertainment,42.65,-73.751,798,76
C_ID_b77f1f7353,2017-08,cash_back,41.731,-72.712,715,94
C_ID_b78862db47,2021-01,cash_back,42.69,-73.763,639,20
C_ID_b78ef42a50,2021-08,cash_back,40.469,-80.017,804,42
C_ID_b7954f1d7a,2021-06,travel,43.155,-71.522,714,57
C_ID_b79a3e2599,2021-10,cash_back,40.423,-80.046,473,50
C_ID_b7a006cc78,2021-04,cash_back,41.734,-72.635,746,28
C_ID_b7a2761cb4,2021-09,cash_back,41.671,-73.923,697,26
C_ID_b7aca36e31,2021-04,cash_back,41.746,-72.659,519,50
C_ID_b7b360e9b9,2021-09,cash_back,41.678,-73.951,731,45
C_ID_b7b70e3d90,2020-10,cash_back,41.803,-72.727,340,51
C_ID_b7bf5ec2f3,2020-09,cash_back,41.076,-75.696,323,55
C_ID_b7cb13a7e1,2019-05,cash_back,41.677,-73.946,454,39
C_ID_b7d2983a1d,2019-10,travel,40.404,-80.011,629,81
C_ID_b7d437f620,2019-12,travel,41.68,-73.894,547,77
C_ID_b7d7e65c53,2021-02,cash_back,41.665,-73.898,814,21
C_ID_b7d9b9eff9,2021-01,travel,43.251,-71.497,431,64
C_ID_b7e09f21f4,2021-12,cash_back,42.634,-73.72,628,36
C_ID_b7e39c6697,2021-08,dining_entertainment,43.242,-71.503,325,34
C_ID_b7e8eee450,2020-05,cash_back,41.994,-77.974,746,64
C_ID_b7ede41b3b,2020-04,cash_back,42.709,-78.346,782,91
C_ID_b7f25123da,2020-10,cash_back,42.685,-73.804,462,76
C_ID_b7f77a0ff7,2021-07,cash_back,42.27,-71.851,682,24
C_ID_b7facb871b,2021-04,cash_back,41.721,-73.923,527,30
C_ID_b800a55ca6,2021-11,travel,42.65,-73.796,790,69
C_ID_b80512473e,2020-02,cash_back,42.654,-73.793,619,89
C_ID_b8084ec991,2020-09,cash_back,42.285,-71.819,331,56
C_ID_b80f7f938e,2021-08,cash_back,41.734,-72.642,452,23
C_ID_b8130f6ab5,2020-08,cash_back,41.655,-73.899,410,52
C_ID_b8176b3e9e,2020-12,cash_back,38.086,-75.716,482,64
C_ID_b81e1f4faa,2020-10,travel,43.196,-71.558,402,28
C_ID_b824ec6555,2021-07,cash_back,40.413,-80.012,698,28
C_ID_b828d43cfa,2020-12,dining_entertainment,43.203,-71.533,460,27
C_ID_b82edfc2b7,2021-07,cash_back,40.386,-79.983,788,38
C_ID_b8379a53f9,2021-10,cash_back,42.262,-71.759,825,29
C_ID_b839204bef,2021-04,cash_back,44.384,-72.558,350,40
C_ID_b83d4d9c13,2021-06,cash_back,40.466,-79.998,365,83
C_ID_b846bc8dcb,2019-09,dining_entertainment,41.806,-72.672,694,84
C_ID_b84c0392ff,2020-12,cash_back,42.263,-71.804,790,43
C_ID_b8524002fe,2020-11,dining_entertainment,43.172,-71.583,533,51
C_ID_b857b9f08e,2021-05,dining_entertainment,42.211,-71.83,427,44
C_ID_b85d9624e8,2020-10,cash_back,41.712,-72.672,573,71
C_ID_b8615c66d6,2021-04,travel,42.227,-71.838,826,30
C_ID_b86d16ef02,2021-10,cash_back,41.728,-72.673,636,22
C_ID_b87030e506,2020-07,dining_entertainment,41.74,-73.97,514,38
C_ID_b877f7d886,2021-10,cash_back,40.445,-79.957,498,21
C_ID_b87c15b6cc,2021-04,travel,42.624,-73.743,623,35
C_ID_b87fd99379,2021-06,cash_back,44.028,-72.838,736,45
C_ID_b8812aceaf,2020-05,dining_entertainment,40.414,-79.956,361,59
C_ID_b8859896fc,2021-11,cash_back,41.739,-73.947,316,33
C_ID_b888634862,2021-12,cash_back,41.775,-72.712,530,62
C_ID_b88cb9143e,2021-06,cash_back,40.465,-80.015,562,22
C_ID_b88f53c038,2021-04,cash_back,40.43,-80.003,807,50
C_ID_b895e76769,2021-02,cash_back,42.306,-71.83,593,85
C_ID_b899f3c9d9,2021-01,dining_entertainment,42.599,-73.727,792,36
C_ID_b89fda0cd9,2021-06,cash_back,42.607,-73.779,495,83
C_ID_b8a6722eef,2021-08,dining_entertainment,41.674,-73.919,312,26
C_ID_b8aa239983,2021-07,cash_back,42.598,-73.775,843,45
C_ID_b8af505880,2020-01,cash_back,42.21,-71.848,721,50
C_ID_b8b44b6022,2021-08,dining_entertainment,43.024,-75.973,302,45
C_ID_b8b7a642c2,2020-10,cash_back,41.708,-73.913,384,69
C_ID_b8c02ab8c5,2021-09,cash_back,40.477,-79.971,348,37
C_ID_b8c3569912,2021-03,travel,41.651,-73.948,582,25
C_ID_b8c9e0c0c5,2019-08,cash_back,40.386,-79.967,746,57
C_ID_b8cc2e33b7,2021-01,cash_back,42.29,-71.762,780,53
C_ID_b8cfe9e63e,2020-05,cash_back,41.775,-72.656,482,66
C_ID_b8d3ae6fe3,2018-07,travel,42.83,-76.378,633,26
C_ID_b8d93bf353,2020-09,travel,41.754,-72.674,563,45
C_ID_b8dd6fa826,2021-01,travel,41.787,-72.723,769,23
C_ID_b8e4af6754,2021-11,dining_entertainment,43.245,-71.547,410,48
C_ID_b8e7c9bd6e,2017-05,cash_back,42.271,-71.831,735,47
C_ID_b8eeda669f,2021-09,dining_entertainment,42.25,-71.803,523,62
C_ID_b8f71a6fa4,2021-11,cash_back,42.599,-73.784,333,36
C_ID_b8fd0819d4,2021-11,cash_back,43.218,-71.499,718,60
C_ID_b8feb87722,2021-03,travel,41.721,-73.883,536,38
C_ID_b903ae6e2f,2021-12,cash_back,41.722,-72.69,369,59
C_ID_b90ef67c4e,2021-03,dining_entertainment,41.736,-73.883,418,68
C_ID_b915318bc2,2020-06,cash_back,41.735,-72.713,313,75
C_ID_b91987196a,2020-11,cash_back,43.18,-71.566,678,50
C_ID_b91b8887ae,2019-01,cash_back,42.67,-73.787,418,95
C_ID_b91f236b67,2021-11,cash_back,42.669,-73.745,839,95
C_ID_b925484443,2021-04,travel,41.718,-72.675,556,18
C_ID_b92998cd51,2021-10,travel,42.22,-71.794,781,58
C_ID_b92b7d79ba,2020-11,travel,41.737,-73.877,800,51
C_ID_b92cc84b8d,2020-06,travel,41.694,-73.92,338,46
C_ID_b935374428,2021-04,dining_entertainment,41.672,-73.957,344,25
C_ID_b93be6e3a9,2020-01,cash_back,40.446,-80.024,580,31
C_ID_b9454f97f0,2020-12,cash_back,42.305,-71.776,531,51
C_ID_b94c7c5ef5,2021-04,cash_back,41.659,-73.906,650,30
C_ID_b94dc2e490,2021-08,travel,40.436,-80.04,421,60
C_ID_b95380b58b,2021-09,travel,42.102,-79.153,415,66
C_ID_b958dea8f4,2021-01,dining_entertainment,40.44,-79.978,706,38
C_ID_b95c7d9f02,2021-04,travel,42.273,-71.852,597,82
C_ID_b9613d0748,2019-03,dining_entertainment,40.457,-79.965,844,24
C_ID_b9666d22bb,2021-10,cash_back,41.669,-73.972,718,55
C_ID_b96bb94e6b,2021-04,dining_entertainment,43.21,-71.569,391,20
C_ID_b9759deece,2021-04,dining_entertainment,43.198,-71.535,348,52
C_ID_b97bf20fea,2021-05,dining_entertainment,41.714,-73.967,549,54
C_ID_b97f408f7f,2021-07,cash_back,41.665,-73.929,759,52
C_ID_b980da9185,2021-08,dining_entertainment,41.713,-77.812,543,75
C_ID_b98d2da9a8,2021-04,dining_entertainment,42.683,-73.77,508,46
C_ID_b9981f9a01,2021-02,dining_entertainment,42.291,-71.852,522,67
C_ID_b99e895509,2021-06,cash_back,38.428,-76.456,394,33
C_ID_b9a540e184,2021-01,cash_back,43.173,-71.546,358,18
C_ID_b9ab5f5803,2018-12,cash_back,41.747,-72.72,728,32
C_ID_b9b8b6e46a,2021-07,cash_back,42.613,-73.803,669,22
C_ID_b9c3e416df,2020-11,cash_back,41.794,-72.717,395,44
C_ID_b9c92eab99,2021-07,dining_entertainment,41.784,-72.668,426,22
C_ID_b9d275b143,2018-09,travel,41.721,-73.97,744,63
C_ID_b9dc77abf5,2018-06,cash_back,43.174,-71.52,361,33
C_ID_b9e3a5706a,2020-03,dining_entertainment,41.679,-73.957,651,18
C_ID_b9e915eafe,2021-09,dining_entertainment,42.601,-73.723,423,48
C_ID_b9ee70a74e,2020-05,cash_back,41.706,-73.883,479,87
C_ID_b9f36c7e44,2019-07,dining_entertainment,40.472,-80.008,480,71
C_ID_b9f81dc581,2020-07,cash_back,42.609,-73.747,351,21
C_ID_b9fd586b9d,2021-11,travel,42.624,-73.717,553,72
C_ID_ba06f8c802,2021-09,travel,41.688,-73.9,580,62
C_ID_ba09905d66,2020-11,dining_entertainment,41.701,-73.934,379,55
C_ID_ba0c08c6ac,2021-01,cash_back,42.225,-71.842,557,79
C_ID_ba188f11fc,2021-09,cash_back,43.224,-71.558,611,40
C_ID_ba1d9401e6,2020-12,travel,43.187,-71.568,650,65
C_ID_ba24bd34dc,2021-11,dining_entertainment,42.26,-71.763,478,55
C_ID_ba2ae8e8fc,2021-09,cash_back,41.72,-72.651,728,21
C_ID_ba2fc58493,2021-03,dining_entertainment,42.295,-71.817,334,41
C_ID_ba3a065ee8,2021-11,travel,43.248,-71.526,622,30
C_ID_ba4096cc54,2020-06,cash_back,42.271,-71.795,777,76
C_ID_ba4fc6fc28,2019-09,cash_back,42.295,-71.835,446,60
C_ID_ba548372a6,2020-07,cash_back,42.635,-73.784,598,68
C_ID_ba575f00c7,2020-02,cash_back,41.681,-73.944,544,59
C_ID_ba57e55ab1,2017-06,cash_back,42.277,-71.767,806,31
C_ID_ba5c6eedc2,2018-11,cash_back,40.433,-80.001,760,49
C_ID_ba6055576a,2021-08,cash_back,43.241,-71.566,826,26
C_ID_ba67d987e9,2020-06,travel,43.051,-77.409,785,55
C_ID_ba6b5f72ec,2020-12,dining_entertainment,40.431,-79.986,706,62
C_ID_ba6c36295a,2021-10,cash_back,42.619,-73.727,313,51
C_ID_ba6e3cca9e,2021-11,cash_back,42.211,-71.805,507,55
C_ID_ba77432d9e,2020-05,cash_back,41.692,-73.891,456,31
C_ID_ba7baff40f,2021-10,dining_entertainment,43.214,-71.592,424,42
C_ID_ba805e19d0,2021-07,cash_back,41.669,-73.877,453,42
C_ID_ba83b7b7c5,2020-12,cash_back,40.461,-80.018,395,46
C_ID_ba8b5c6dd3,2021-11,cash_back,43.184,-71.498,693,24
C_ID_ba8d799e2f,2020-07,cash_back,43.157,-71.563,474,60
C_ID_ba942d0d2c,2021-12,cash_back,40.4,-80.039,385,46
C_ID_ba983e97ed,2021-04,cash_back,42.623,-73.784,640,46
C_ID_ba9eaf4bf9,2020-12,cash_back,40.479,-80.003,777,37
C_ID_baa365b4a4,2021-01,travel,43.235,-71.534,530,30
C_ID_baadfd94f1,2021-11,cash_back,41.779,-72.677,789,31
C_ID_bab0e3ed78,2019-06,travel,42.298,-71.821,612,60
C_ID_bab6d74391,2020-07,travel,43.22,-71.502,850,75
C_ID_bab8d4179e,2019-03,travel,41.7,-73.934,498,48
C_ID_babd85de7d,2021-12,dining_entertainment,43.174,-71.549,615,66
C_ID_bac0f271f7,2020-10,travel,41.648,-73.888,620,32
C_ID_bac411a6ed,2021-08,dining_entertainment,40.458,-79.988,640,37
C_ID_bac9090200,2020-03,travel,41.735,-73.956,326,20
C_ID_bacdd26f4f,2021-09,cash_back,40.418,-80.031,660,33
C_ID_bad362e3f7,2018-12,cash_back,40.452,-79.968,572,82
C_ID_bad6671c80,2021-12,dining_entertainment,42.689,-73.786,637,39
C_ID_badb6f1803,2021-11,cash_back,43.206,-71.514,614,56
C_ID_bade97ce2e,2021-09,cash_back,42.673,-73.789,818,76
C_ID_bae8f86670,2019-10,cash_back,40.178,-75.54,729,97
C_ID_baf26cb621,2021-10,cash_back,43.189,-71.558,516,30
C_ID_baf659e54f,2021-05,travel,43.201,-71.52,325,46
C_ID_bafe2dd262,2021-02,cash_back,41.659,-73.923,432,58
C_ID_bb08eba644,2021-03,travel,41.677,-73.966,840,46
C_ID_bb0ea0612a,2019-08,travel,43.237,-71.568,544,62
C_ID_bb11fd6fad,2021-08,cash_back,40.397,-80.038,524,31
C_ID_bb16372c7f,2021-02,cash_back,41.645,-73.953,329,23
C_ID_bb1d0cbd85,2021-07,cash_back,43.199,-71.568,540,31
C_ID_bb297ebab8,2021-07,cash_back,40.405,-79.965,702,18
C_ID_bb2de84c61,2021-08,cash_back,40.416,-80.048,429,48
C_ID_bb2f978c09,2021-11,cash_back,42.648,-73.739,511,34
C_ID_bb348dd55f,2020-08,cash_back,41.715,-73.925,774,72
C_ID_bb38309ffe,2020-07,dining_entertainment,41.789,-72.638,330,34
C_ID_bb3cd584f9,2021-12,travel,41.69,-73.895,710,21
C_ID_bb40445614,2020-11,travel,41.766,-72.666,774,35
C_ID_bb46f53804,2021-08,cash_back,42.697,-73.8,586,72
C_ID_bb520013e2,2018-09,travel,41.684,-73.883,604,19
C_ID_bb5d27d9a7,2021-03,dining_entertainment,42.67,-73.725,325,43
C_ID_bb618bf4c5,2021-08,travel,43.189,-71.553,742,44
C_ID_bb65a06488,2021-07,dining_entertainment,42.219,-71.834,546,57
C_ID_bb6b98786e,2018-05,travel,41.653,-73.966,602,18
C_ID_bb6e28116a,2021-07,cash_back,40.429,-80.002,302,40
C_ID_bb716fb3f6,2021-03,cash_back,40.443,-79.996,747,51
C_ID_bb793fcef0,2021-11,cash_back,41.764,-72.661,503,99
C_ID_bb7bdaee94,2021-05,travel,43.216,-71.508,843,37
C_ID_bb831067a2,2021-02,cash_back,40.402,-79.971,359,30
C_ID_bb8541d56f,2019-03,travel,40.396,-80.03,537,99
C_ID_bb8c27c6fa,2020-04,cash_back,41.741,-72.719,364,44
C_ID_bb91ae0d91,2021-05,cash_back,43.224,-71.535,531,77
C_ID_bb97c5234a,2021-11,dining_entertainment,42.292,-71.768,565,57
C_ID_bb9b05190c,2020-12,cash_back,40.466,-80.044,520,47
C_ID_bba214ba1a,2018-04,travel,41.717,-72.635,372,33
C_ID_bba4414a6c,2020-05,travel,42.672,-73.757,821,58
C_ID_bba9b42514,2021-04,cash_back,41.66,-73.878,340,66
C_ID_bbb0caeaea,2021-09,cash_back,41.721,-73.884,594,20
C_ID_bbb34443b6,2021-11,cash_back,42.671,-73.769,773,71
C_ID_bbb80cd9f6,2020-05,dining_entertainment,40.476,-79.975,558,92
C_ID_bbbe6356ad,2021-06,cash_back,43.234,-71.494,819,66
C_ID_bbc302e00e,2021-09,cash_back,42.281,-71.759,583,52
C_ID_bbc9d5c09b,2020-09,dining_entertainment,41.672,-73.891,383,19
C_ID_bbd239ce78,2021-12,cash_back,41.722,-72.656,806,18
C_ID_bbd70dc4b7,2021-05,dining_entertainment,40.446,-79.999,596,83
C_ID_bbdb3046d9,2021-08,dining_entertainment,43.241,-71.531,826,43
C_ID_bbded24ba5,2021-10,cash_back,41.718,-72.664,347,41
C_ID_bbe1fce30f,2020-05,dining_entertainment,41.802,-72.678,767,30
C_ID_bbea8a6fa5,2020-06,cash_back,41.656,-73.877,718,54
C_ID_bbf0767b23,2021-04,cash_back,40.465,-79.97,448,87
C_ID_bbfb6c4cd7,2019-12,cash_back,41.65,-73.891,317,33
C_ID_bc00bcade0,2021-09,cash_back,43.212,-71.524,733,18
C_ID_bc06f575d8,2021-08,cash_back,41.708,-73.967,535,43
C_ID_bc0c11c670,2021-10,cash_back,40.431,-80.007,532,29
C_ID_bc0ff2e83d,2021-07,cash_back,41.713,-72.677,445,97
C_ID_bc16662535,2019-06,dining_entertainment,41.663,-73.948,328,35
C_ID_bc1aedbf8c,2020-12,dining_entertainment,42.689,-73.73,716,62
C_ID_bc1d43d3c0,2021-09,dining_entertainment,41.724,-73.927,830,44
C_ID_bc23693e14,2021-12,cash_back,41.719,-72.668,334,33
C_ID_bc28b0dc3a,2020-10,dining_entertainment,41.81,-79.61,845,50
C_ID_bc2d95f277,2019-06,cash_back,41.735,-72.646,677,23
C_ID_bc351ec0de,2021-11,travel,42.246,-71.813,338,52
C_ID_bc428d8710,2021-12,dining_entertainment,43.189,-71.507,781,50
C_ID_bc4811f2eb,2021-04,travel,43.235,-71.576,666,19
C_ID_bc4dcbe7e5,2021-11,cash_back,41.757,-72.686,446,36
C_ID_bc51708736,2020-12,cash_back,42.641,-73.808,723,69
C_ID_bc5b0ab2d4,2020-12,dining_entertainment,42.226,-71.857,536,27
C_ID_bc63042500,2018-12,cash_back,46.502,-69.685,352,41
C_ID_bc66a3f5bc,2021-12,cash_back,43.185,-71.533,423,22
C_ID_bc69b38546,2019-07,dining_entertainment,40.472,-80.013,642,33
C_ID_bc6f167d24,2020-07,cash_back,41.663,-73.91,659,62
C_ID_bc73aadc3c,2021-11,dining_entertainment,41.654,-73.904,686,66
C_ID_bc79521c28,2021-04,cash_back,43.237,-71.563,762,36
C_ID_bc7e57e695,2021-08,cash_back,43.359,-76.52,463,18
C_ID_bc843e3725,2021-10,cash_back,40.467,-80.03,303,39
C_ID_bc8c3dd3ad,2020-06,cash_back,41.803,-72.646,797,33
C_ID_bc93bc68e3,2021-09,cash_back,42.305,-71.764,586,93
C_ID_bc9b7b1ddc,2020-02,travel,43.218,-71.525,406,32
C_ID_bca39cf972,2021-08,cash_back,43.215,-71.506,551,79
C_ID_bca7767c43,2021-06,travel,41.756,-72.649,528,41
C_ID_bcb0c94fd3,2020-06,dining_entertainment,40.399,-79.967,534,52
C_ID_bcb86df2dc,2021-10,travel,40.453,-79.992,512,39
C_ID_bcc2222b84,2021-03,cash_back,41.713,-72.66,328,23
C_ID_bcc78126c3,2021-07,travel,41.681,-73.921,775,25
C_ID_bcc9749dbc,2020-08,dining_entertainment,41.645,-73.922,752,50
C_ID_bccc2cbef3,2021-09,cash_back,41.775,-72.687,648,66
C_ID_bcd38d9b55,2021-10,travel,42.26,-71.837,787,27
C_ID_bcd94d13df,2021-06,cash_back,43.228,-71.496,463,85
C_ID_bcdf1b1518,2021-04,cash_back,40.466,-79.993,696,94
C_ID_bce46e14be,2021-01,cash_back,41.739,-72.66,712,43
C_ID_bce92179dc,2021-09,cash_back,40.449,-79.999,305,82
C_ID_bced1dab58,2021-10,travel,41.709,-73.921,420,35
C_ID_bcf9c9e9cd,2020-10,cash_back,43.17,-71.495,667,91
C_ID_bd040aae20,2021-01,dining_entertainment,43.224,-71.572,776,44
C_ID_bd08b924db,2021-10,dining_entertainment,41.725,-72.654,730,40
C_ID_bd1259392d,2021-06,cash_back,41.67,-73.907,744,27
